[2026-02-10 12:03:58] [INFO    ] [MainProcess] Log file created: ./logs/ocr_run_20260210_120358.log | fname=
[2026-02-10 12:03:58] [DEBUG   ] [MainProcess] Queuing file: 23996926 Manual Check of Indexing Lines (PO).pdf (0.05 MB) | fname=23996926 Manual Check of Indexing Lines (PO).pdf
[2026-02-10 12:03:58] [DEBUG   ] [MainProcess] Queuing file: 24280319 Currency Mismatch (PO).pdf (0.01 MB) | fname=24280319 Currency Mismatch (PO).pdf
[2026-02-10 12:03:58] [DEBUG   ] [MainProcess] Queuing file: 24551639 Process PO Invoice (PO).pdf (0.03 MB) | fname=24551639 Process PO Invoice (PO).pdf
[2026-02-10 12:03:58] [DEBUG   ] [MainProcess] Queuing file: 28536941 Invalid Recipient VAT Number (PO).pdf (0.06 MB) | fname=28536941 Invalid Recipient VAT Number (PO).pdf
[2026-02-10 12:03:58] [DEBUG   ] [MainProcess] Queuing file: 30313542 Suspected Duplicate (PO).pdf (0.03 MB) | fname=30313542 Suspected Duplicate (PO).pdf
[2026-02-10 12:03:58] [DEBUG   ] [MainProcess] Queuing file: 32527148 UOM Mismatch (PO).pdf (0.04 MB) | fname=32527148 UOM Mismatch (PO).pdf
[2026-02-10 12:03:58] [DEBUG   ] [MainProcess] Queuing file: 33365033 Unable to Determine Company Code (NPO).pdf (0.05 MB) | fname=33365033 Unable to Determine Company Code (NPO).pdf
[2026-02-10 12:03:58] [DEBUG   ] [MainProcess] Queuing file: 33815264 Invalid Currency (NPO).pdf (0.06 MB) | fname=33815264 Invalid Currency (NPO).pdf
[2026-02-10 12:03:58] [DEBUG   ] [MainProcess] Queuing file: 34046864 Invalid Tax Info. (PO).pdf (0.02 MB) | fname=34046864 Invalid Tax Info. (PO).pdf
[2026-02-10 12:03:58] [DEBUG   ] [MainProcess] Queuing file: 34260911 Missing Item Qty. (PO).pdf (0.04 MB) | fname=34260911 Missing Item Qty. (PO).pdf
[2026-02-10 12:03:58] [DEBUG   ] [MainProcess] Queuing file: 34388480 Invalid Requestor ID (NPO).pdf (0.03 MB) | fname=34388480 Invalid Requestor ID (NPO).pdf
[2026-02-10 12:03:58] [DEBUG   ] [MainProcess] Queuing file: 34606454 Multiple Bank Accounts Exist (PO).pdf (0.06 MB) | fname=34606454 Multiple Bank Accounts Exist (PO).pdf
[2026-02-10 12:03:58] [DEBUG   ] [MainProcess] Queuing file: 34728178 Vendor Mismatch (PO).pdf (0.04 MB) | fname=34728178 Vendor Mismatch (PO).pdf
[2026-02-10 12:03:58] [DEBUG   ] [MainProcess] Queuing file: 35294023 Please Index (NPO).pdf (0.04 MB) | fname=35294023 Please Index (NPO).pdf
[2026-02-10 12:03:58] [DEBUG   ] [MainProcess] Queuing file: 35659400  Company Code Mismatch (PO).pdf (0.07 MB) | fname=35659400  Company Code Mismatch (PO).pdf
[2026-02-10 12:03:58] [DEBUG   ] [MainProcess] Queuing file: 36114864 Invalid Tax Info (NPO).pdf (0.06 MB) | fname=36114864 Invalid Tax Info (NPO).pdf
[2026-02-10 12:03:58] [DEBUG   ] [MainProcess] Queuing file: 36289412 Missing Invoice Date (PO).pdf (0.03 MB) | fname=36289412 Missing Invoice Date (PO).pdf
[2026-02-10 12:03:58] [DEBUG   ] [MainProcess] Queuing file: 36289708  Process Non Invoice Document.pdf (0.05 MB) | fname=36289708  Process Non Invoice Document.pdf
[2026-02-10 12:03:58] [DEBUG   ] [MainProcess] Queuing file: 36292740 Suspected Duplicate (NPO).pdf (0.03 MB) | fname=36292740 Suspected Duplicate (NPO).pdf
[2026-02-10 12:03:58] [DEBUG   ] [MainProcess] Queuing file: 36364887 Accounting Vendor Maintenance Required (PO).pdf (0.02 MB) | fname=36364887 Accounting Vendor Maintenance Required (PO).pdf
[2026-02-10 12:03:58] [DEBUG   ] [MainProcess] Queuing file: 36532827   Missing Mandatory Information (NPO).pdf (0.02 MB) | fname=36532827   Missing Mandatory Information (NPO).pdf
[2026-02-10 12:03:58] [DEBUG   ] [MainProcess] Queuing file: 36761716 Invoice Older than Allowed (NPO).pdf (0.03 MB) | fname=36761716 Invoice Older than Allowed (NPO).pdf
[2026-02-10 12:03:58] [DEBUG   ] [MainProcess] Queuing file: 37151454 Process Non-PO Credit Memo (NPO).pdf (0.04 MB) | fname=37151454 Process Non-PO Credit Memo (NPO).pdf
[2026-02-10 12:03:58] [DEBUG   ] [MainProcess] Queuing file: 37290355 Process PO Credit Memo (PO).pdf (0.03 MB) | fname=37290355 Process PO Credit Memo (PO).pdf
[2026-02-10 12:03:58] [DEBUG   ] [MainProcess] Queuing file: 37371307 Invalid Currency (PO).pdf (0.03 MB) | fname=37371307 Invalid Currency (PO).pdf
[2026-02-10 12:03:58] [DEBUG   ] [MainProcess] Queuing file: 37451662 Missing Vendor Invoice Reference Number (NPO).pdf (0.06 MB) | fname=37451662 Missing Vendor Invoice Reference Number (NPO).pdf
[2026-02-10 12:03:58] [DEBUG   ] [MainProcess] Queuing file: 37654394 Invalid PO Number (PO).pdf (0.01 MB) | fname=37654394 Invalid PO Number (PO).pdf
[2026-02-10 12:03:58] [DEBUG   ] [MainProcess] Queuing file: 37689388 Process Non-PO Invoice (NPO).pdf (0.02 MB) | fname=37689388 Process Non-PO Invoice (NPO).pdf
[2026-02-10 12:03:58] [DEBUG   ] [MainProcess] Queuing file: 37689884 Invalid Vendor (NPO).pdf (0.04 MB) | fname=37689884 Invalid Vendor (NPO).pdf
[2026-02-10 12:03:58] [DEBUG   ] [MainProcess] Queuing file: 37691076 Please Index (PO).pdf (0.06 MB) | fname=37691076 Please Index (PO).pdf
[2026-02-10 12:03:58] [DEBUG   ] [MainProcess] Queuing file: 37691214 Missing Vendor Invoice Reference (PO).pdf (0.18 MB) | fname=37691214 Missing Vendor Invoice Reference (PO).pdf
[2026-02-10 12:03:58] [DEBUG   ] [MainProcess] Queuing file: 37692967 Invalid UOM (PO).pdf (0.10 MB) | fname=37692967 Invalid UOM (PO).pdf
[2026-02-10 12:03:58] [DEBUG   ] [MainProcess] Queuing file: 37768719 Approval Required (NPO).pdf (0.02 MB) | fname=37768719 Approval Required (NPO).pdf
[2026-02-10 12:03:58] [DEBUG   ] [MainProcess] Queuing file: 37794522 Invalid Vendor (PO).pdf (0.09 MB) | fname=37794522 Invalid Vendor (PO).pdf
[2026-02-10 12:03:58] [INFO    ] [MainProcess] Files to process: 36, Skipped: 0 | fname=SCAN
[2026-02-10 12:03:58] [INFO    ] [MainProcess] Multiprocessing start method set to 'spawn' | fname=INIT
[2026-02-10 12:03:58] [DEBUG   ] [MainProcess] Task queue created with maxsize=5 | fname=INIT
[2026-02-10 12:03:58] [INFO    ] [MainProcess] Spawning 9 worker processes... | fname=INIT
[2026-02-10 12:03:58] [INFO    ] [MainProcess] Worker-0 started (PID=21768) | fname=INIT
[2026-02-10 12:03:58] [INFO    ] [MainProcess] Worker-1 started (PID=21769) | fname=INIT
[2026-02-10 12:03:58] [INFO    ] [MainProcess] Worker-2 started (PID=21770) | fname=INIT
[2026-02-10 12:03:58] [INFO    ] [MainProcess] Worker-3 started (PID=21771) | fname=INIT
[2026-02-10 12:03:58] [INFO    ] [MainProcess] Worker-4 started (PID=21772) | fname=INIT
[2026-02-10 12:03:58] [INFO    ] [MainProcess] Worker-5 started (PID=21773) | fname=INIT
[2026-02-10 12:03:58] [INFO    ] [MainProcess] Worker-6 started (PID=21774) | fname=INIT
[2026-02-10 12:03:58] [INFO    ] [MainProcess] Worker-7 started (PID=21775) | fname=INIT
[2026-02-10 12:03:58] [INFO    ] [MainProcess] Worker-8 started (PID=21776) | fname=INIT
[2026-02-10 12:03:58] [INFO    ] [MainProcess] Enqueuing 36 file(s)... | fname=ENQUEUE
[2026-02-10 12:03:58] [DEBUG   ] [MainProcess] Putting file 1/36 into queue | fname=12124087 Mismatch PepsiCo Company Name (PO).pdf
[2026-02-10 12:03:58] [DEBUG   ] [MainProcess] File enqueued successfully (1/36) | fname=12124087 Mismatch PepsiCo Company Name (PO).pdf
[2026-02-10 12:03:58] [DEBUG   ] [MainProcess] Putting file 2/36 into queue | fname=23867942 Invoice Older than Allowed (PO).pdf
[2026-02-10 12:03:58] [DEBUG   ] [MainProcess] File enqueued successfully (2/36) | fname=23867942 Invoice Older than Allowed (PO).pdf
[2026-02-10 12:03:58] [DEBUG   ] [MainProcess] Putting file 3/36 into queue | fname=23996926 Manual Check of Indexing Lines (PO).pdf
[2026-02-10 12:03:58] [DEBUG   ] [MainProcess] File enqueued successfully (3/36) | fname=23996926 Manual Check of Indexing Lines (PO).pdf
[2026-02-10 12:03:58] [DEBUG   ] [MainProcess] Putting file 4/36 into queue | fname=24280319 Currency Mismatch (PO).pdf
[2026-02-10 12:03:58] [DEBUG   ] [MainProcess] File enqueued successfully (4/36) | fname=24280319 Currency Mismatch (PO).pdf
[2026-02-10 12:03:58] [DEBUG   ] [MainProcess] Putting file 5/36 into queue | fname=24551639 Process PO Invoice (PO).pdf
[2026-02-10 12:03:58] [DEBUG   ] [MainProcess] File enqueued successfully (5/36) | fname=24551639 Process PO Invoice (PO).pdf
[2026-02-10 12:03:58] [DEBUG   ] [MainProcess] Putting file 6/36 into queue | fname=28536941 Invalid Recipient VAT Number (PO).pdf
[2026-02-10 12:03:58] [INFO    ] [Worker-0] Worker-0 process started (PID=21768) | fname=INIT
[2026-02-10 12:03:58] [INFO    ] [Worker-0] Thread env — OMP=6, MKL=6, NUMEXPR=6 | fname=INIT
[2026-02-10 12:03:58] [INFO    ] [Worker-0] Worker-0 initializing PaddleOCR model... | fname=INIT
[2026-02-10 12:03:58] [INFO    ] [Worker-4] Worker-4 process started (PID=21772) | fname=INIT
[2026-02-10 12:03:58] [INFO    ] [Worker-4] Thread env — OMP=6, MKL=6, NUMEXPR=6 | fname=INIT
[2026-02-10 12:03:58] [INFO    ] [Worker-4] Worker-4 initializing PaddleOCR model... | fname=INIT
[2026-02-10 12:03:58] [INFO    ] [Worker-2] Worker-2 process started (PID=21770) | fname=INIT
[2026-02-10 12:03:58] [INFO    ] [Worker-3] Worker-3 process started (PID=21771) | fname=INIT
[2026-02-10 12:03:58] [INFO    ] [Worker-1] Worker-1 process started (PID=21769) | fname=INIT
[2026-02-10 12:03:58] [INFO    ] [Worker-2] Thread env — OMP=6, MKL=6, NUMEXPR=6 | fname=INIT
[2026-02-10 12:03:58] [INFO    ] [Worker-2] Worker-2 initializing PaddleOCR model... | fname=INIT
[2026-02-10 12:03:58] [INFO    ] [Worker-3] Thread env — OMP=6, MKL=6, NUMEXPR=6 | fname=INIT
[2026-02-10 12:03:58] [INFO    ] [Worker-1] Thread env — OMP=6, MKL=6, NUMEXPR=6 | fname=INIT
[2026-02-10 12:03:58] [INFO    ] [Worker-3] Worker-3 initializing PaddleOCR model... | fname=INIT
[2026-02-10 12:03:58] [INFO    ] [Worker-1] Worker-1 initializing PaddleOCR model... | fname=INIT
[2026-02-10 12:03:58] [INFO    ] [Worker-5] Worker-5 process started (PID=21773) | fname=INIT
[2026-02-10 12:03:58] [INFO    ] [Worker-5] Thread env — OMP=6, MKL=6, NUMEXPR=6 | fname=INIT
[2026-02-10 12:03:58] [INFO    ] [Worker-5] Worker-5 initializing PaddleOCR model... | fname=INIT
[2026-02-10 12:03:58] [INFO    ] [Worker-6] Worker-6 process started (PID=21774) | fname=INIT
[2026-02-10 12:03:58] [INFO    ] [Worker-6] Thread env — OMP=6, MKL=6, NUMEXPR=6 | fname=INIT
[2026-02-10 12:03:58] [INFO    ] [Worker-6] Worker-6 initializing PaddleOCR model... | fname=INIT
[2026-02-10 12:03:58] [INFO    ] [Worker-8] Worker-8 process started (PID=21776) | fname=INIT
[2026-02-10 12:03:58] [INFO    ] [Worker-8] Thread env — OMP=6, MKL=6, NUMEXPR=6 | fname=INIT
[2026-02-10 12:03:58] [INFO    ] [Worker-8] Worker-8 initializing PaddleOCR model... | fname=INIT
[2026-02-10 12:03:58] [INFO    ] [Worker-7] Worker-7 process started (PID=21775) | fname=INIT
[2026-02-10 12:03:58] [INFO    ] [Worker-7] Thread env — OMP=6, MKL=6, NUMEXPR=6 | fname=INIT
[2026-02-10 12:03:58] [INFO    ] [Worker-7] Worker-7 initializing PaddleOCR model... | fname=INIT
[2026-02-10 12:04:05] [INFO    ] [Worker-2] Worker-2 PaddleOCR model initialized in 7.43s | fname=INIT
[2026-02-10 12:04:05] [INFO    ] [Worker-2] Worker-2 entering processing loop | fname=INIT
[2026-02-10 12:04:05] [DEBUG   ] [Worker-2] Worker-2 waiting for next task from queue | fname=QUEUE_WAIT
[2026-02-10 12:04:05] [INFO    ] [Worker-2] Worker-2 picked up task | fname=12124087 Mismatch PepsiCo Company Name (PO).pdf
[2026-02-10 12:04:05] [DEBUG   ] [MainProcess] File enqueued successfully (6/36) | fname=28536941 Invalid Recipient VAT Number (PO).pdf
[2026-02-10 12:04:05] [DEBUG   ] [MainProcess] Putting file 7/36 into queue | fname=30313542 Suspected Duplicate (PO).pdf
[2026-02-10 12:04:05] [INFO    ] [Worker-2] Worker-2 starting OCR (0.04 MB) | fname=12124087 Mismatch PepsiCo Company Name (PO).pdf
[2026-02-10 12:04:05] [INFO    ] [Worker-4] Worker-4 PaddleOCR model initialized in 7.47s | fname=INIT
[2026-02-10 12:04:05] [INFO    ] [Worker-4] Worker-4 entering processing loop | fname=INIT
[2026-02-10 12:04:05] [DEBUG   ] [Worker-4] Worker-4 waiting for next task from queue | fname=QUEUE_WAIT
[2026-02-10 12:04:05] [DEBUG   ] [MainProcess] File enqueued successfully (7/36) | fname=30313542 Suspected Duplicate (PO).pdf
[2026-02-10 12:04:05] [DEBUG   ] [MainProcess] Putting file 8/36 into queue | fname=32527148 UOM Mismatch (PO).pdf
[2026-02-10 12:04:05] [INFO    ] [Worker-4] Worker-4 picked up task | fname=23867942 Invoice Older than Allowed (PO).pdf
[2026-02-10 12:04:05] [INFO    ] [Worker-4] Worker-4 starting OCR (0.11 MB) | fname=23867942 Invoice Older than Allowed (PO).pdf
[2026-02-10 12:04:05] [INFO    ] [Worker-1] Worker-1 PaddleOCR model initialized in 7.50s | fname=INIT
[2026-02-10 12:04:05] [INFO    ] [Worker-1] Worker-1 entering processing loop | fname=INIT
[2026-02-10 12:04:05] [DEBUG   ] [Worker-1] Worker-1 waiting for next task from queue | fname=QUEUE_WAIT
[2026-02-10 12:04:05] [INFO    ] [Worker-1] Worker-1 picked up task | fname=23996926 Manual Check of Indexing Lines (PO).pdf
[2026-02-10 12:04:05] [DEBUG   ] [MainProcess] File enqueued successfully (8/36) | fname=32527148 UOM Mismatch (PO).pdf
[2026-02-10 12:04:05] [DEBUG   ] [MainProcess] Putting file 9/36 into queue | fname=33365033 Unable to Determine Company Code (NPO).pdf
[2026-02-10 12:04:05] [INFO    ] [Worker-1] Worker-1 starting OCR (0.05 MB) | fname=23996926 Manual Check of Indexing Lines (PO).pdf
[2026-02-10 12:04:05] [INFO    ] [Worker-5] Worker-5 PaddleOCR model initialized in 7.50s | fname=INIT
[2026-02-10 12:04:05] [INFO    ] [Worker-5] Worker-5 entering processing loop | fname=INIT
[2026-02-10 12:04:05] [DEBUG   ] [Worker-5] Worker-5 waiting for next task from queue | fname=QUEUE_WAIT
[2026-02-10 12:04:05] [INFO    ] [Worker-5] Worker-5 picked up task | fname=24280319 Currency Mismatch (PO).pdf
[2026-02-10 12:04:05] [DEBUG   ] [MainProcess] File enqueued successfully (9/36) | fname=33365033 Unable to Determine Company Code (NPO).pdf
[2026-02-10 12:04:05] [INFO    ] [Worker-5] Worker-5 starting OCR (0.01 MB) | fname=24280319 Currency Mismatch (PO).pdf
[2026-02-10 12:04:05] [DEBUG   ] [MainProcess] Putting file 10/36 into queue | fname=33815264 Invalid Currency (NPO).pdf
[2026-02-10 12:04:05] [INFO    ] [Worker-6] Worker-6 PaddleOCR model initialized in 7.51s | fname=INIT
[2026-02-10 12:04:05] [INFO    ] [Worker-6] Worker-6 entering processing loop | fname=INIT
[2026-02-10 12:04:05] [DEBUG   ] [Worker-6] Worker-6 waiting for next task from queue | fname=QUEUE_WAIT
[2026-02-10 12:04:05] [INFO    ] [Worker-6] Worker-6 picked up task | fname=24551639 Process PO Invoice (PO).pdf
[2026-02-10 12:04:05] [DEBUG   ] [MainProcess] File enqueued successfully (10/36) | fname=33815264 Invalid Currency (NPO).pdf
[2026-02-10 12:04:05] [DEBUG   ] [MainProcess] Putting file 11/36 into queue | fname=34046864 Invalid Tax Info. (PO).pdf
[2026-02-10 12:04:05] [INFO    ] [Worker-6] Worker-6 starting OCR (0.03 MB) | fname=24551639 Process PO Invoice (PO).pdf
[2026-02-10 12:04:06] [INFO    ] [Worker-7] Worker-7 PaddleOCR model initialized in 7.62s | fname=INIT
[2026-02-10 12:04:06] [INFO    ] [Worker-7] Worker-7 entering processing loop | fname=INIT
[2026-02-10 12:04:06] [DEBUG   ] [Worker-7] Worker-7 waiting for next task from queue | fname=QUEUE_WAIT
[2026-02-10 12:04:06] [DEBUG   ] [MainProcess] File enqueued successfully (11/36) | fname=34046864 Invalid Tax Info. (PO).pdf
[2026-02-10 12:04:06] [DEBUG   ] [MainProcess] Putting file 12/36 into queue | fname=34260911 Missing Item Qty. (PO).pdf
[2026-02-10 12:04:06] [INFO    ] [Worker-7] Worker-7 picked up task | fname=28536941 Invalid Recipient VAT Number (PO).pdf
[2026-02-10 12:04:06] [INFO    ] [Worker-7] Worker-7 starting OCR (0.06 MB) | fname=28536941 Invalid Recipient VAT Number (PO).pdf
[2026-02-10 12:04:06] [INFO    ] [Worker-0] Worker-0 PaddleOCR model initialized in 7.94s | fname=INIT
[2026-02-10 12:04:06] [INFO    ] [Worker-0] Worker-0 entering processing loop | fname=INIT
[2026-02-10 12:04:06] [DEBUG   ] [Worker-0] Worker-0 waiting for next task from queue | fname=QUEUE_WAIT
[2026-02-10 12:04:06] [DEBUG   ] [MainProcess] File enqueued successfully (12/36) | fname=34260911 Missing Item Qty. (PO).pdf
[2026-02-10 12:04:06] [DEBUG   ] [MainProcess] Putting file 13/36 into queue | fname=34388480 Invalid Requestor ID (NPO).pdf
[2026-02-10 12:04:06] [INFO    ] [Worker-0] Worker-0 picked up task | fname=30313542 Suspected Duplicate (PO).pdf
[2026-02-10 12:04:06] [INFO    ] [Worker-0] Worker-0 starting OCR (0.03 MB) | fname=30313542 Suspected Duplicate (PO).pdf
[2026-02-10 12:04:06] [INFO    ] [Worker-3] Worker-3 PaddleOCR model initialized in 8.04s | fname=INIT
[2026-02-10 12:04:06] [INFO    ] [Worker-3] Worker-3 entering processing loop | fname=INIT
[2026-02-10 12:04:06] [DEBUG   ] [Worker-3] Worker-3 waiting for next task from queue | fname=QUEUE_WAIT
[2026-02-10 12:04:06] [INFO    ] [Worker-3] Worker-3 picked up task | fname=32527148 UOM Mismatch (PO).pdf
[2026-02-10 12:04:06] [DEBUG   ] [MainProcess] File enqueued successfully (13/36) | fname=34388480 Invalid Requestor ID (NPO).pdf
[2026-02-10 12:04:06] [DEBUG   ] [MainProcess] Putting file 14/36 into queue | fname=34606454 Multiple Bank Accounts Exist (PO).pdf
[2026-02-10 12:04:06] [INFO    ] [Worker-3] Worker-3 starting OCR (0.04 MB) | fname=32527148 UOM Mismatch (PO).pdf
[2026-02-10 12:04:07] [INFO    ] [Worker-8] Worker-8 PaddleOCR model initialized in 8.64s | fname=INIT
[2026-02-10 12:04:07] [INFO    ] [Worker-8] Worker-8 entering processing loop | fname=INIT
[2026-02-10 12:04:07] [DEBUG   ] [Worker-8] Worker-8 waiting for next task from queue | fname=QUEUE_WAIT
[2026-02-10 12:04:07] [DEBUG   ] [MainProcess] File enqueued successfully (14/36) | fname=34606454 Multiple Bank Accounts Exist (PO).pdf
[2026-02-10 12:04:07] [INFO    ] [Worker-8] Worker-8 picked up task | fname=33365033 Unable to Determine Company Code (NPO).pdf
[2026-02-10 12:04:07] [DEBUG   ] [MainProcess] Putting file 15/36 into queue | fname=34728178 Vendor Mismatch (PO).pdf
[2026-02-10 12:04:07] [INFO    ] [Worker-8] Worker-8 starting OCR (0.05 MB) | fname=33365033 Unable to Determine Company Code (NPO).pdf
[2026-02-10 12:04:14] [INFO    ] [Worker-5] Worker-5 OCR completed in 9.01s | fname=24280319 Currency Mismatch (PO).pdf
[2026-02-10 12:04:14] [INFO    ] [Worker-5] Worker-5 extracted 15 lines from 1 page(s) | fname=24280319 Currency Mismatch (PO).pdf
[2026-02-10 12:04:14] [INFO    ] [Worker-5] Worker-5 output written to ./ocr_output/24280319 Currency Mismatch (PO).pdf.txt (0.0008s) | fname=24280319 Currency Mismatch (PO).pdf
[2026-02-10 12:04:14] [INFO    ] [Worker-5] Worker-5 completed (OCR=9.01s, total=9.02s) | fname=24280319 Currency Mismatch (PO).pdf
[2026-02-10 12:04:14] [DEBUG   ] [Worker-5] Worker-5 waiting for next task from queue | fname=QUEUE_WAIT
[2026-02-10 12:04:14] [INFO    ] [Worker-5] Worker-5 picked up task | fname=33815264 Invalid Currency (NPO).pdf
[2026-02-10 12:04:14] [DEBUG   ] [MainProcess] File enqueued successfully (15/36) | fname=34728178 Vendor Mismatch (PO).pdf
[2026-02-10 12:04:14] [INFO    ] [Worker-5] Worker-5 starting OCR (0.06 MB) | fname=33815264 Invalid Currency (NPO).pdf
[2026-02-10 12:04:14] [DEBUG   ] [MainProcess] Putting file 16/36 into queue | fname=35294023 Please Index (NPO).pdf
[2026-02-10 12:04:15] [INFO    ] [Worker-7] Worker-7 OCR completed in 9.60s | fname=28536941 Invalid Recipient VAT Number (PO).pdf
[2026-02-10 12:04:15] [INFO    ] [Worker-7] Worker-7 extracted 15 lines from 1 page(s) | fname=28536941 Invalid Recipient VAT Number (PO).pdf
[2026-02-10 12:04:15] [INFO    ] [Worker-7] Worker-7 output written to ./ocr_output/28536941 Invalid Recipient VAT Number (PO).pdf.txt (0.0003s) | fname=28536941 Invalid Recipient VAT Number (PO).pdf
[2026-02-10 12:04:15] [INFO    ] [Worker-7] Worker-7 completed (OCR=9.60s, total=9.60s) | fname=28536941 Invalid Recipient VAT Number (PO).pdf
[2026-02-10 12:04:15] [DEBUG   ] [Worker-7] Worker-7 waiting for next task from queue | fname=QUEUE_WAIT
[2026-02-10 12:04:15] [INFO    ] [Worker-7] Worker-7 picked up task | fname=34046864 Invalid Tax Info. (PO).pdf
[2026-02-10 12:04:15] [INFO    ] [Worker-7] Worker-7 starting OCR (0.02 MB) | fname=34046864 Invalid Tax Info. (PO).pdf
[2026-02-10 12:04:15] [DEBUG   ] [MainProcess] File enqueued successfully (16/36) | fname=35294023 Please Index (NPO).pdf
[2026-02-10 12:04:15] [DEBUG   ] [MainProcess] Putting file 17/36 into queue | fname=35659400  Company Code Mismatch (PO).pdf
[2026-02-10 12:04:23] [INFO    ] [Worker-6] Worker-6 OCR completed in 17.97s | fname=24551639 Process PO Invoice (PO).pdf
[2026-02-10 12:04:23] [INFO    ] [Worker-6] Worker-6 extracted 30 lines from 2 page(s) | fname=24551639 Process PO Invoice (PO).pdf
[2026-02-10 12:04:23] [INFO    ] [Worker-6] Worker-6 output written to ./ocr_output/24551639 Process PO Invoice (PO).pdf.txt (0.0005s) | fname=24551639 Process PO Invoice (PO).pdf
[2026-02-10 12:04:23] [INFO    ] [Worker-6] Worker-6 completed (OCR=17.97s, total=17.97s) | fname=24551639 Process PO Invoice (PO).pdf
[2026-02-10 12:04:23] [DEBUG   ] [Worker-6] Worker-6 waiting for next task from queue | fname=QUEUE_WAIT
[2026-02-10 12:04:23] [INFO    ] [Worker-6] Worker-6 picked up task | fname=34260911 Missing Item Qty. (PO).pdf
[2026-02-10 12:04:23] [INFO    ] [Worker-6] Worker-6 starting OCR (0.04 MB) | fname=34260911 Missing Item Qty. (PO).pdf
[2026-02-10 12:04:23] [DEBUG   ] [MainProcess] File enqueued successfully (17/36) | fname=35659400  Company Code Mismatch (PO).pdf
[2026-02-10 12:04:23] [DEBUG   ] [MainProcess] Putting file 18/36 into queue | fname=36114864 Invalid Tax Info (NPO).pdf
[2026-02-10 12:04:24] [INFO    ] [Worker-7] Worker-7 OCR completed in 9.09s | fname=34046864 Invalid Tax Info. (PO).pdf
[2026-02-10 12:04:24] [INFO    ] [Worker-7] Worker-7 extracted 15 lines from 1 page(s) | fname=34046864 Invalid Tax Info. (PO).pdf
