[2026-03-20 10:25:01] [INFO    ] [MainProcess] Log file created: ./logs/ocr_run_20260320_102501.log | fname=
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] Queuing file: SAPS4_5100058060_US29_PFNAUS_2026_999884810.pdf (0.04 MB) | fname=SAPS4_5100058060_US29_PFNAUS_2026_999884810.pdf
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] Queuing file: SAPS4_5100059542_US29_PFNAUS_2026_999884833.pdf (0.04 MB) | fname=SAPS4_5100059542_US29_PFNAUS_2026_999884833.pdf
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] Queuing file: SAPS4_5100062073_US29_PFNAUS_2026_999884873.pdf (0.04 MB) | fname=SAPS4_5100062073_US29_PFNAUS_2026_999884873.pdf
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] Queuing file: SAPS4_5100062075_US29_PFNAUS_2026_999935836.pdf (0.03 MB) | fname=SAPS4_5100062075_US29_PFNAUS_2026_999935836.pdf
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] Queuing file: SAPS4_5100062568_US29_PFNAUS_2026_999930774.pdf (0.16 MB) | fname=SAPS4_5100062568_US29_PFNAUS_2026_999930774.pdf
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] Queuing file: SAPS4_5100063520_US30_PFNAUS_2026_999872719.pdf (0.90 MB) | fname=SAPS4_5100063520_US30_PFNAUS_2026_999872719.pdf
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] Queuing file: SAPS4_5100064048_US29_PFNAUS_2026_999935901.pdf (0.05 MB) | fname=SAPS4_5100064048_US29_PFNAUS_2026_999935901.pdf
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] Queuing file: SAPS4_5100068031_US29_PFNAUS_2026_999872913.pdf (0.10 MB) | fname=SAPS4_5100068031_US29_PFNAUS_2026_999872913.pdf
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] Queuing file: SAPS4_5100069044_US29_PFNAUS_2026_999884471.pdf (0.09 MB) | fname=SAPS4_5100069044_US29_PFNAUS_2026_999884471.pdf
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] Queuing file: SAPS4_5100070510_CA11_PFNACA_2026_304658827.pdf (0.34 MB) | fname=SAPS4_5100070510_CA11_PFNACA_2026_304658827.pdf
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] Queuing file: SAPS4_5100072068_US29_PFNAUS_2026_999746355.pdf (0.07 MB) | fname=SAPS4_5100072068_US29_PFNAUS_2026_999746355.pdf
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] Queuing file: SAPS4_5100075062_US29_PFNAUS_2026_999872938.pdf (1.00 MB) | fname=SAPS4_5100075062_US29_PFNAUS_2026_999872938.pdf
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] Queuing file: SAPS4_5100075529_US29_PFNAUS_2026_999884524.pdf (0.04 MB) | fname=SAPS4_5100075529_US29_PFNAUS_2026_999884524.pdf
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] Queuing file: SAPS4_5100078514_CA11_PFNACA_2026_304667687.pdf (0.02 MB) | fname=SAPS4_5100078514_CA11_PFNACA_2026_304667687.pdf
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] Queuing file: SAPS4_5100080066_US29_PFNAUS_2026_999872937.pdf (0.11 MB) | fname=SAPS4_5100080066_US29_PFNAUS_2026_999872937.pdf
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] Queuing file: SAPS4_5100087022_US28_PFNAUS_2026_999884314.pdf (0.03 MB) | fname=SAPS4_5100087022_US28_PFNAUS_2026_999884314.pdf
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] Queuing file: SAPS4_5100089050_US29_PFNAUS_2026_999936145.pdf (0.09 MB) | fname=SAPS4_5100089050_US29_PFNAUS_2026_999936145.pdf
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] Queuing file: SAPS4_5100091534_US29_PFNAUS_2026_999884748.pdf (0.04 MB) | fname=SAPS4_5100091534_US29_PFNAUS_2026_999884748.pdf
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] Queuing file: SAPS4_5100099021_US29_PFNAUS_2026_999872645.pdf (0.10 MB) | fname=SAPS4_5100099021_US29_PFNAUS_2026_999872645.pdf
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] Queuing file: SAPS4_5100099544_US29_PFNAUS_2026_999884834.pdf (0.08 MB) | fname=SAPS4_5100099544_US29_PFNAUS_2026_999884834.pdf
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] Queuing file: SAPS4_5100101537_US29_PFNAUS_2026_999936297.pdf (0.09 MB) | fname=SAPS4_5100101537_US29_PFNAUS_2026_999936297.pdf
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] Queuing file: SAPS4_5100106021_US30_PFNAUS_2026_999930784.pdf (0.07 MB) | fname=SAPS4_5100106021_US30_PFNAUS_2026_999930784.pdf
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] Queuing file: SAPS4_5100112518_US30_PFNAUS_2026_999706573.pdf (0.62 MB) | fname=SAPS4_5100112518_US30_PFNAUS_2026_999706573.pdf
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] Queuing file: SAPS4_5100116558_US29_PFNAUS_2026_999936357.pdf (0.09 MB) | fname=SAPS4_5100116558_US29_PFNAUS_2026_999936357.pdf
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] Queuing file: SAPS4_5100118536_US29_PFNAUS_2026_999884426.pdf (0.09 MB) | fname=SAPS4_5100118536_US29_PFNAUS_2026_999884426.pdf
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] Queuing file: SAPS4_5100121006_CA11_PFNACA_2026_304667741.pdf (0.04 MB) | fname=SAPS4_5100121006_CA11_PFNACA_2026_304667741.pdf
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] Queuing file: SAPS4_5100121006_US30_PFNAUS_2026_999885270.pdf (0.09 MB) | fname=SAPS4_5100121006_US30_PFNAUS_2026_999885270.pdf
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] Queuing file: SAPS4_5100122054_US29_PFNAUS_2026_999872683.pdf (0.10 MB) | fname=SAPS4_5100122054_US29_PFNAUS_2026_999872683.pdf
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] Queuing file: SAPS4_5100122517_US30_PFNAUS_2026_999936230.pdf (0.03 MB) | fname=SAPS4_5100122517_US30_PFNAUS_2026_999936230.pdf
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] Queuing file: SAPS4_5100125049_US29_PFNAUS_2026_999872715.pdf (0.11 MB) | fname=SAPS4_5100125049_US29_PFNAUS_2026_999872715.pdf
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] Queuing file: SAPS4_5100127041_US29_PFNAUS_2026_999884570.pdf (0.04 MB) | fname=SAPS4_5100127041_US29_PFNAUS_2026_999884570.pdf
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] Queuing file: SAPS4_5100128520_US30_PFNAUS_2026_999872767.pdf (0.21 MB) | fname=SAPS4_5100128520_US30_PFNAUS_2026_999872767.pdf
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] Queuing file: SAPS4_5100128522_US29_PFNAUS_2026_999936455.pdf (0.09 MB) | fname=SAPS4_5100128522_US29_PFNAUS_2026_999936455.pdf
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] Queuing file: SAPS4_5100129049_US29_PFNAUS_2026_999872734.pdf (0.10 MB) | fname=SAPS4_5100129049_US29_PFNAUS_2026_999872734.pdf
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] Queuing file: SAPS4_5100131507_US30_PFNAUS_2026_999936288.pdf (0.10 MB) | fname=SAPS4_5100131507_US30_PFNAUS_2026_999936288.pdf
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] Queuing file: SAPS4_5100136510_US30_PFNAUS_2026_999872780.pdf (0.18 MB) | fname=SAPS4_5100136510_US30_PFNAUS_2026_999872780.pdf
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] Queuing file: SAPS4_5100138519_US29_PFNAUS_2026_999936564.pdf (0.09 MB) | fname=SAPS4_5100138519_US29_PFNAUS_2026_999936564.pdf
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] Queuing file: SAPS4_5100140544_US29_PFNAUS_2026_999872756.pdf (0.10 MB) | fname=SAPS4_5100140544_US29_PFNAUS_2026_999872756.pdf
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] Queuing file: SAPS4_5100140547_US29_PFNAUS_2026_999936561.pdf (0.03 MB) | fname=SAPS4_5100140547_US29_PFNAUS_2026_999936561.pdf
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] Queuing file: SAPS4_5100149033_US29_PFNAUS_2026_999884759.pdf (0.05 MB) | fname=SAPS4_5100149033_US29_PFNAUS_2026_999884759.pdf
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] Queuing file: SAPS4_5100149541_US29_PFNAUS_2026_999930875.pdf (0.07 MB) | fname=SAPS4_5100149541_US29_PFNAUS_2026_999930875.pdf
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] Queuing file: SAPS4_5100157510_US30_PFNAUS_2026_999872782.pdf (0.19 MB) | fname=SAPS4_5100157510_US30_PFNAUS_2026_999872782.pdf
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] Queuing file: SAPS4_5100160055_US29_PFNAUS_2026_999872813.pdf (0.11 MB) | fname=SAPS4_5100160055_US29_PFNAUS_2026_999872813.pdf
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] Queuing file: SAPS4_5100161509_US30_PFNAUS_2026_999872800.pdf (0.91 MB) | fname=SAPS4_5100161509_US30_PFNAUS_2026_999872800.pdf
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] Queuing file: SAPS4_5100171505_CA11_PFNACA_2026_304654783.pdf (0.03 MB) | fname=SAPS4_5100171505_CA11_PFNACA_2026_304654783.pdf
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] Queuing file: SAPS4_5100173501_CA11_PFNACA_2026_304672235.pdf (0.03 MB) | fname=SAPS4_5100173501_CA11_PFNACA_2026_304672235.pdf
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] Queuing file: SAPS4_5100174059_US29_PFNAUS_2026_999872849.pdf (0.10 MB) | fname=SAPS4_5100174059_US29_PFNAUS_2026_999872849.pdf
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] Queuing file: SAPS4_5100175537_US29_PFNAUS_2026_999884978.pdf (0.03 MB) | fname=SAPS4_5100175537_US29_PFNAUS_2026_999884978.pdf
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] Queuing file: SAPS4_5100179024_US29_PFNAUS_2026_999885022.pdf (0.06 MB) | fname=SAPS4_5100179024_US29_PFNAUS_2026_999885022.pdf
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] Queuing file: SAPS4_5100180002_US29_PFNAUS_2026_999872858.pdf (0.10 MB) | fname=SAPS4_5100180002_US29_PFNAUS_2026_999872858.pdf
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] Queuing file: SAPS4_5100180529_US29_PFNAUS_2026_999872857.pdf (0.10 MB) | fname=SAPS4_5100180529_US29_PFNAUS_2026_999872857.pdf
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] Queuing file: SAPS4_5100182564_US28_PFNAUS_2026_999706877.pdf (0.03 MB) | fname=SAPS4_5100182564_US28_PFNAUS_2026_999706877.pdf
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] Queuing file: SAPS4_5100183046_US29_PFNAUS_2026_999872872.pdf (0.10 MB) | fname=SAPS4_5100183046_US29_PFNAUS_2026_999872872.pdf
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] Queuing file: SAPS4_5100251036_US28_PFNAUS_2026_999746319.pdf (0.07 MB) | fname=SAPS4_5100251036_US28_PFNAUS_2026_999746319.pdf
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] Queuing file: SAPS4_5100328001_US29_PFNAUS_2026_999706619.pdf (0.08 MB) | fname=SAPS4_5100328001_US29_PFNAUS_2026_999706619.pdf
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] Queuing file: SAPS4_5100569525_US28_PFNAUS_2026_999930849.pdf (0.26 MB) | fname=SAPS4_5100569525_US28_PFNAUS_2026_999930849.pdf
[2026-03-20 10:25:01] [INFO    ] [MainProcess] Files to process: 56, Skipped: 0 | fname=SCAN
[2026-03-20 10:25:01] [INFO    ] [MainProcess] Multiprocessing start method set to 'spawn' | fname=INIT
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] Task queue created with maxsize=5 | fname=INIT
[2026-03-20 10:25:01] [INFO    ] [MainProcess] Spawning 9 worker processes... | fname=INIT
[2026-03-20 10:25:01] [INFO    ] [MainProcess] Worker-0 started (PID=25702) | fname=INIT
[2026-03-20 10:25:01] [INFO    ] [MainProcess] Worker-1 started (PID=25703) | fname=INIT
[2026-03-20 10:25:01] [INFO    ] [MainProcess] Worker-2 started (PID=25704) | fname=INIT
[2026-03-20 10:25:01] [INFO    ] [MainProcess] Worker-3 started (PID=25705) | fname=INIT
[2026-03-20 10:25:01] [INFO    ] [MainProcess] Worker-4 started (PID=25706) | fname=INIT
[2026-03-20 10:25:01] [INFO    ] [MainProcess] Worker-5 started (PID=25707) | fname=INIT
[2026-03-20 10:25:01] [INFO    ] [MainProcess] Worker-6 started (PID=25708) | fname=INIT
[2026-03-20 10:25:01] [INFO    ] [MainProcess] Worker-7 started (PID=25709) | fname=INIT
[2026-03-20 10:25:01] [INFO    ] [MainProcess] Worker-8 started (PID=25710) | fname=INIT
[2026-03-20 10:25:01] [INFO    ] [MainProcess] Enqueuing 56 file(s)... | fname=ENQUEUE
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] Putting file 1/56 into queue | fname=SAPS4_5100058060_US29_PFNAUS_2026_999884810.pdf
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] File enqueued successfully (1/56) | fname=SAPS4_5100058060_US29_PFNAUS_2026_999884810.pdf
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] Putting file 2/56 into queue | fname=SAPS4_5100059542_US29_PFNAUS_2026_999884833.pdf
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] File enqueued successfully (2/56) | fname=SAPS4_5100059542_US29_PFNAUS_2026_999884833.pdf
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] Putting file 3/56 into queue | fname=SAPS4_5100062073_US29_PFNAUS_2026_999884873.pdf
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] File enqueued successfully (3/56) | fname=SAPS4_5100062073_US29_PFNAUS_2026_999884873.pdf
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] Putting file 4/56 into queue | fname=SAPS4_5100062075_US29_PFNAUS_2026_999935836.pdf
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] File enqueued successfully (4/56) | fname=SAPS4_5100062075_US29_PFNAUS_2026_999935836.pdf
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] Putting file 5/56 into queue | fname=SAPS4_5100062568_US29_PFNAUS_2026_999930774.pdf
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] File enqueued successfully (5/56) | fname=SAPS4_5100062568_US29_PFNAUS_2026_999930774.pdf
[2026-03-20 10:25:01] [DEBUG   ] [MainProcess] Putting file 6/56 into queue | fname=SAPS4_5100063520_US30_PFNAUS_2026_999872719.pdf
[2026-03-20 10:25:01] [INFO    ] [Worker-0] Worker-0 process started (PID=25702) | fname=INIT
[2026-03-20 10:25:01] [INFO    ] [Worker-0] Thread env — OMP=6, MKL=6, NUMEXPR=6 | fname=INIT
[2026-03-20 10:25:01] [INFO    ] [Worker-0] Worker-0 initializing PaddleOCR model... | fname=INIT
[2026-03-20 10:25:01] [INFO    ] [Worker-3] Worker-3 process started (PID=25705) | fname=INIT
[2026-03-20 10:25:01] [INFO    ] [Worker-3] Thread env — OMP=6, MKL=6, NUMEXPR=6 | fname=INIT
[2026-03-20 10:25:01] [INFO    ] [Worker-3] Worker-3 initializing PaddleOCR model... | fname=INIT
[2026-03-20 10:25:01] [INFO    ] [Worker-4] Worker-4 process started (PID=25706) | fname=INIT
[2026-03-20 10:25:01] [INFO    ] [Worker-4] Thread env — OMP=6, MKL=6, NUMEXPR=6 | fname=INIT
[2026-03-20 10:25:01] [INFO    ] [Worker-4] Worker-4 initializing PaddleOCR model... | fname=INIT
[2026-03-20 10:25:01] [INFO    ] [Worker-1] Worker-1 process started (PID=25703) | fname=INIT
[2026-03-20 10:25:01] [INFO    ] [Worker-1] Thread env — OMP=6, MKL=6, NUMEXPR=6 | fname=INIT
[2026-03-20 10:25:01] [INFO    ] [Worker-1] Worker-1 initializing PaddleOCR model... | fname=INIT
[2026-03-20 10:25:01] [INFO    ] [Worker-7] Worker-7 process started (PID=25709) | fname=INIT
[2026-03-20 10:25:01] [INFO    ] [Worker-7] Thread env — OMP=6, MKL=6, NUMEXPR=6 | fname=INIT
[2026-03-20 10:25:01] [INFO    ] [Worker-7] Worker-7 initializing PaddleOCR model... | fname=INIT
[2026-03-20 10:25:01] [INFO    ] [Worker-5] Worker-5 process started (PID=25707) | fname=INIT
[2026-03-20 10:25:01] [INFO    ] [Worker-5] Thread env — OMP=6, MKL=6, NUMEXPR=6 | fname=INIT
[2026-03-20 10:25:01] [INFO    ] [Worker-5] Worker-5 initializing PaddleOCR model... | fname=INIT
[2026-03-20 10:25:01] [INFO    ] [Worker-8] Worker-8 process started (PID=25710) | fname=INIT
[2026-03-20 10:25:01] [INFO    ] [Worker-8] Thread env — OMP=6, MKL=6, NUMEXPR=6 | fname=INIT
[2026-03-20 10:25:01] [INFO    ] [Worker-8] Worker-8 initializing PaddleOCR model... | fname=INIT
[2026-03-20 10:25:01] [INFO    ] [Worker-2] Worker-2 process started (PID=25704) | fname=INIT
[2026-03-20 10:25:01] [INFO    ] [Worker-2] Thread env — OMP=6, MKL=6, NUMEXPR=6 | fname=INIT
[2026-03-20 10:25:01] [INFO    ] [Worker-2] Worker-2 initializing PaddleOCR model... | fname=INIT
[2026-03-20 10:25:01] [INFO    ] [Worker-6] Worker-6 process started (PID=25708) | fname=INIT
[2026-03-20 10:25:01] [INFO    ] [Worker-6] Thread env — OMP=6, MKL=6, NUMEXPR=6 | fname=INIT
[2026-03-20 10:25:01] [INFO    ] [Worker-6] Worker-6 initializing PaddleOCR model... | fname=INIT
[2026-03-20 10:25:07] [INFO    ] [Worker-0] Worker-0 PaddleOCR model initialized in 6.53s | fname=INIT
[2026-03-20 10:25:07] [INFO    ] [Worker-0] Worker-0 entering processing loop | fname=INIT
[2026-03-20 10:25:07] [DEBUG   ] [Worker-0] Worker-0 waiting for next task from queue | fname=QUEUE_WAIT
[2026-03-20 10:25:07] [INFO    ] [Worker-0] Worker-0 picked up task | fname=SAPS4_5100058060_US29_PFNAUS_2026_999884810.pdf
[2026-03-20 10:25:07] [DEBUG   ] [MainProcess] File enqueued successfully (6/56) | fname=SAPS4_5100063520_US30_PFNAUS_2026_999872719.pdf
[2026-03-20 10:25:07] [INFO    ] [Worker-0] Worker-0 starting OCR (0.04 MB) | fname=SAPS4_5100058060_US29_PFNAUS_2026_999884810.pdf
[2026-03-20 10:25:07] [DEBUG   ] [MainProcess] Putting file 7/56 into queue | fname=SAPS4_5100064048_US29_PFNAUS_2026_999935901.pdf
[2026-03-20 10:25:08] [INFO    ] [Worker-8] Worker-8 PaddleOCR model initialized in 6.64s | fname=INIT
[2026-03-20 10:25:08] [INFO    ] [Worker-8] Worker-8 entering processing loop | fname=INIT
[2026-03-20 10:25:08] [DEBUG   ] [Worker-8] Worker-8 waiting for next task from queue | fname=QUEUE_WAIT
[2026-03-20 10:25:08] [INFO    ] [Worker-8] Worker-8 picked up task | fname=SAPS4_5100059542_US29_PFNAUS_2026_999884833.pdf
[2026-03-20 10:25:08] [DEBUG   ] [MainProcess] File enqueued successfully (7/56) | fname=SAPS4_5100064048_US29_PFNAUS_2026_999935901.pdf
[2026-03-20 10:25:08] [INFO    ] [Worker-8] Worker-8 starting OCR (0.04 MB) | fname=SAPS4_5100059542_US29_PFNAUS_2026_999884833.pdf
[2026-03-20 10:25:08] [DEBUG   ] [MainProcess] Putting file 8/56 into queue | fname=SAPS4_5100068031_US29_PFNAUS_2026_999872913.pdf
[2026-03-20 10:25:08] [INFO    ] [Worker-2] Worker-2 PaddleOCR model initialized in 6.75s | fname=INIT
[2026-03-20 10:25:08] [INFO    ] [Worker-2] Worker-2 entering processing loop | fname=INIT
[2026-03-20 10:25:08] [DEBUG   ] [Worker-2] Worker-2 waiting for next task from queue | fname=QUEUE_WAIT
[2026-03-20 10:25:08] [INFO    ] [Worker-2] Worker-2 picked up task | fname=SAPS4_5100062073_US29_PFNAUS_2026_999884873.pdf
[2026-03-20 10:25:08] [DEBUG   ] [MainProcess] File enqueued successfully (8/56) | fname=SAPS4_5100068031_US29_PFNAUS_2026_999872913.pdf
[2026-03-20 10:25:08] [INFO    ] [Worker-2] Worker-2 starting OCR (0.04 MB) | fname=SAPS4_5100062073_US29_PFNAUS_2026_999884873.pdf
[2026-03-20 10:25:08] [DEBUG   ] [MainProcess] Putting file 9/56 into queue | fname=SAPS4_5100069044_US29_PFNAUS_2026_999884471.pdf
[2026-03-20 10:25:08] [INFO    ] [Worker-7] Worker-7 PaddleOCR model initialized in 6.83s | fname=INIT
[2026-03-20 10:25:08] [INFO    ] [Worker-7] Worker-7 entering processing loop | fname=INIT
[2026-03-20 10:25:08] [DEBUG   ] [Worker-7] Worker-7 waiting for next task from queue | fname=QUEUE_WAIT
[2026-03-20 10:25:08] [INFO    ] [Worker-7] Worker-7 picked up task | fname=SAPS4_5100062075_US29_PFNAUS_2026_999935836.pdf
[2026-03-20 10:25:08] [DEBUG   ] [MainProcess] File enqueued successfully (9/56) | fname=SAPS4_5100069044_US29_PFNAUS_2026_999884471.pdf
[2026-03-20 10:25:08] [DEBUG   ] [MainProcess] Putting file 10/56 into queue | fname=SAPS4_5100070510_CA11_PFNACA_2026_304658827.pdf
[2026-03-20 10:25:08] [INFO    ] [Worker-7] Worker-7 starting OCR (0.03 MB) | fname=SAPS4_5100062075_US29_PFNAUS_2026_999935836.pdf
[2026-03-20 10:25:08] [INFO    ] [Worker-5] Worker-5 PaddleOCR model initialized in 7.00s | fname=INIT
[2026-03-20 10:25:08] [INFO    ] [Worker-5] Worker-5 entering processing loop | fname=INIT
[2026-03-20 10:25:08] [DEBUG   ] [Worker-5] Worker-5 waiting for next task from queue | fname=QUEUE_WAIT
