[2026-02-10 12:08:39] [INFO    ] [MainProcess] Log file created: ./logs/ocr_run_20260210_120839.log | fname=
[2026-02-10 12:08:46] [INFO    ] [Worker-4] Worker-4 starting OCR (0.03 MB) | fname=30313542 Suspected Duplicate (PO).pdf
[2026-02-10 12:08:47] [INFO    ] [Worker-6] Worker-6 PaddleOCR model initialized in 8.17s | fname=INIT
[2026-02-10 12:08:47] [INFO    ] [Worker-6] Worker-6 entering processing loop | fname=INIT
[2026-02-10 12:08:47] [DEBUG   ] [Worker-6] Worker-6 waiting for next task from queue | fname=QUEUE_WAIT
[2026-02-10 12:08:47] [INFO    ] [Worker-6] Worker-6 picked up task | fname=32527148 UOM Mismatch (PO).pdf
[2026-02-10 12:08:47] [DEBUG   ] [MainProcess] File enqueued successfully (13/36) | fname=34388480 Invalid Requestor ID (NPO).pdf
[2026-02-10 12:08:47] [DEBUG   ] [MainProcess] Putting file 14/36 into queue | fname=34606454 Multiple Bank Accounts Exist (PO).pdf
[2026-02-10 12:08:47] [INFO    ] [Worker-6] Worker-6 starting OCR (0.04 MB) | fname=32527148 UOM Mismatch (PO).pdf
[2026-02-10 12:08:55] [INFO    ] [Worker-2] Worker-2 OCR completed in 8.56s | fname=24280319 Currency Mismatch (PO).pdf
[2026-02-10 12:08:55] [INFO    ] [Worker-2] Worker-2 extracted 15 lines from 1 page(s) | fname=24280319 Currency Mismatch (PO).pdf
[2026-02-10 12:08:55] [INFO    ] [Worker-2] Worker-2 output written to ./ocr_output/24280319 Currency Mismatch (PO).pdf.txt (0.0003s) | fname=24280319 Currency Mismatch (PO).pdf
[2026-02-10 12:08:55] [INFO    ] [Worker-2] Worker-2 completed (OCR=8.56s, total=8.57s) | fname=24280319 Currency Mismatch (PO).pdf
[2026-02-10 12:08:55] [DEBUG   ] [Worker-2] Worker-2 waiting for next task from queue | fname=QUEUE_WAIT
[2026-02-10 12:08:55] [DEBUG   ] [MainProcess] File enqueued successfully (14/36) | fname=34606454 Multiple Bank Accounts Exist (PO).pdf
[2026-02-10 12:08:55] [INFO    ] [Worker-2] Worker-2 picked up task | fname=33365033 Unable to Determine Company Code (NPO).pdf
[2026-02-10 12:08:55] [INFO    ] [Worker-2] Worker-2 starting OCR (0.05 MB) | fname=33365033 Unable to Determine Company Code (NPO).pdf
[2026-02-10 12:08:55] [DEBUG   ] [MainProcess] Putting file 15/36 into queue | fname=34728178 Vendor Mismatch (PO).pdf
[2026-02-10 12:08:56] [INFO    ] [Worker-5] Worker-5 OCR completed in 10.32s | fname=28536941 Invalid Recipient VAT Number (PO).pdf
[2026-02-10 12:08:56] [INFO    ] [Worker-5] Worker-5 extracted 15 lines from 1 page(s) | fname=28536941 Invalid Recipient VAT Number (PO).pdf
[2026-02-10 12:08:56] [INFO    ] [Worker-5] Worker-5 output written to ./ocr_output/28536941 Invalid Recipient VAT Number (PO).pdf.txt (0.0003s) | fname=28536941 Invalid Recipient VAT Number (PO).pdf
[2026-02-10 12:08:56] [INFO    ] [Worker-5] Worker-5 completed (OCR=10.32s, total=10.32s) | fname=28536941 Invalid Recipient VAT Number (PO).pdf
[2026-02-10 12:08:56] [DEBUG   ] [Worker-5] Worker-5 waiting for next task from queue | fname=QUEUE_WAIT
[2026-02-10 12:08:56] [INFO    ] [Worker-5] Worker-5 picked up task | fname=33815264 Invalid Currency (NPO).pdf
[2026-02-10 12:08:56] [DEBUG   ] [MainProcess] File enqueued successfully (15/36) | fname=34728178 Vendor Mismatch (PO).pdf
[2026-02-10 12:08:56] [INFO    ] [Worker-5] Worker-5 starting OCR (0.06 MB) | fname=33815264 Invalid Currency (NPO).pdf
[2026-02-10 12:08:56] [DEBUG   ] [MainProcess] Putting file 16/36 into queue | fname=35294023 Please Index (NPO).pdf
[2026-02-10 12:09:01] [INFO    ] [Worker-1] Worker-1 OCR completed in 15.14s | fname=24551639 Process PO Invoice (PO).pdf
[2026-02-10 12:09:01] [INFO    ] [Worker-1] Worker-1 extracted 30 lines from 2 page(s) | fname=24551639 Process PO Invoice (PO).pdf
[2026-02-10 12:09:01] [INFO    ] [Worker-1] Worker-1 output written to ./ocr_output/24551639 Process PO Invoice (PO).pdf.txt (0.0003s) | fname=24551639 Process PO Invoice (PO).pdf
[2026-02-10 12:09:01] [INFO    ] [Worker-1] Worker-1 completed (OCR=15.14s, total=15.15s) | fname=24551639 Process PO Invoice (PO).pdf
[2026-02-10 12:09:01] [DEBUG   ] [Worker-1] Worker-1 waiting for next task from queue | fname=QUEUE_WAIT
[2026-02-10 12:09:01] [INFO    ] [Worker-1] Worker-1 picked up task | fname=34046864 Invalid Tax Info. (PO).pdf
[2026-02-10 12:09:01] [INFO    ] [Worker-1] Worker-1 starting OCR (0.02 MB) | fname=34046864 Invalid Tax Info. (PO).pdf
[2026-02-10 12:09:01] [DEBUG   ] [MainProcess] File enqueued successfully (16/36) | fname=35294023 Please Index (NPO).pdf
[2026-02-10 12:09:01] [DEBUG   ] [MainProcess] Putting file 17/36 into queue | fname=35659400  Company Code Mismatch (PO).pdf
[2026-02-10 12:09:06] [INFO    ] [Worker-4] Worker-4 OCR completed in 19.50s | fname=30313542 Suspected Duplicate (PO).pdf
[2026-02-10 12:09:06] [INFO    ] [Worker-4] Worker-4 extracted 45 lines from 3 page(s) | fname=30313542 Suspected Duplicate (PO).pdf
[2026-02-10 12:09:06] [INFO    ] [Worker-4] Worker-4 output written to ./ocr_output/30313542 Suspected Duplicate (PO).pdf.txt (0.0004s) | fname=30313542 Suspected Duplicate (PO).pdf
[2026-02-10 12:09:06] [INFO    ] [Worker-4] Worker-4 completed (OCR=19.50s, total=19.50s) | fname=30313542 Suspected Duplicate (PO).pdf
[2026-02-10 12:09:06] [DEBUG   ] [Worker-4] Worker-4 waiting for next task from queue | fname=QUEUE_WAIT
[2026-02-10 12:09:06] [INFO    ] [Worker-4] Worker-4 picked up task | fname=34260911 Missing Item Qty. (PO).pdf
[2026-02-10 12:09:06] [DEBUG   ] [MainProcess] File enqueued successfully (17/36) | fname=35659400  Company Code Mismatch (PO).pdf
[2026-02-10 12:09:06] [DEBUG   ] [MainProcess] Putting file 18/36 into queue | fname=36114864 Invalid Tax Info (NPO).pdf
[2026-02-10 12:09:06] [INFO    ] [Worker-4] Worker-4 starting OCR (0.04 MB) | fname=34260911 Missing Item Qty. (PO).pdf
[2026-02-10 12:09:06] [INFO    ] [Worker-3] Worker-3 OCR completed in 20.60s | fname=12124087 Mismatch PepsiCo Company Name (PO).pdf
[2026-02-10 12:09:06] [INFO    ] [Worker-3] Worker-3 extracted 30 lines from 2 page(s) | fname=12124087 Mismatch PepsiCo Company Name (PO).pdf
